sleep_inflicted_delta,frz_inflicted_delta,par_inflicted_delta,blended_faints_before_first_ko,p2_strategic_switches,delta_missed_moves,player_won,lead_spd_delta,first_sleep,p1_avg_remaining_health,p2_avg_remaining_health,p1_tauros_hp_pct,p1_chansey_hp_pct
-5,-2,4,0,7,3,0,20,-1,0.17373789896117597,0.5129480174141435,0.22946175637393768,0.0
-3,0,-5,2,5,1,0,0,-1,0.39666666666666667,0.5916666666666667,1.0,0.0
-7,1,7,2,8,1,0,-15,-1,0.20833333333333334,0.585,1.0,0.0
-8,0,-2,2,7,-3,0,-15,-3,0.48500000000000004,0.8966666666666666,1.0,1.0
-1,0,-2,3,9,-3,0,-70,6,0.40499999999999997,0.775,1.0,0.0
0,0,-12,3,9,-3,0,-20,2,0.33900121137066835,0.6799785841183402,0.0,0.0
-1,5,-6,0,7,-6,0,15,-12,0.3333333333333333,0.48000000000000004,0.0,0.0
3,0,-6,3,6,2,0,-5,-2,0.5,0.835,1.0,0.0
0,-4,6,4,8,-4,0,-15,-1,0.19499999999999998,0.735,0.0,0.17
-1,0,-4,3,8,0,0,0,-2,0.44014447884416924,0.5651109496921632,0.0,1.0
3,0,-14,3,2,-2,0,-25,3,0.3666666666666667,0.8016666666666667,0.2,1.0
3,0,-8,3,5,-2,0,-65,3,0.43999999999999995,0.6083333333333333,1.0,0.82
4,0,-8,3,12,-6,0,55,1,0.4283333333333333,0.47666666666666674,0.57,0.0
-1,0,-12,3,3,-5,0,0,-20,0.4563365282215122,0.8472926522343959,1.0,0.0
-6,0,-7,4,9,-5,0,-20,1,0.3333333333333333,0.8414250866600527,1.0,0.0
3,0,-5,0,12,-1,0,15,1,0.26251180358829085,0.23543485002210027,0.5750708215297451,0.0
3,0,-3,2,8,0,0,-25,1,0.4383333333333333,0.5366666666666667,0.55,0.0
-2,0,-5,0,5,-2,0,65,-1,0.06666666666666667,0.445,0.16,0.0
-2,-3,13,5,7,-5,0,25,-2,0.10166666666666667,0.545,0.0,0.61
-1,0,-8,4,4,-12,0,60,-2,0.22666666666666666,0.7250000000000001,0.36,0.0
0,0,3,3,6,-4,0,-70,0,0.5,0.5683333333333334,0.0,1.0
-1,0,-13,4,9,-2,0,-25,7,0.19653864390706496,0.5620333570136693,0.0,0.17923186344238975
-4,0,0,4,6,-6,0,20,-5,0.3,0.5466666666666667,0.0,0.0
-2,0,-5,5,7,-3,0,-5,-14,0.05852417302798982,0.6342990949663438,0.0,0.0
-7,0,-4,1,7,-1,0,-5,-8,0.305,0.6233333333333334,0.54,0.0
-6,0,9,0,8,3,0,20,-1,0.35999999999999993,0.6849999999999999,1.0,0.59
2,0,-8,5,3,-2,0,-25,1,0.05666666666666667,0.84,0.0,0.0
3,0,-14,0,4,-5,0,15,-1,0.3333333333333333,0.6016666666666667,1.0,0.0
-3,0,-7,4,6,-3,0,-60,6,0.23666666666666666,0.5983333333333333,0.42,0.0
-9,0,2,2,8,-6,0,-5,-9,0.48666666666666664,0.8633333333333333,1.0,0.83
-6,-3,4,2,3,-4,0,-5,-20,0.47,0.7566666666666667,0.08,0.74
-2,0,12,0,10,0,0,-25,1,0.36328871892925435,0.5299695342901424,0.0,0.0
-6,0,7,3,9,-2,0,0,-5,0.29818956336528224,0.6240556484410076,0.0,1.0
-2,-4,-3,3,5,-4,0,-65,-1,0.2848889468013614,0.8081765976502818,0.0,0.2233285917496444
-1,0,5,4,6,-4,0,15,-1,0.3333333333333333,0.6133333333333333,0.0,1.0
1,0,-2,3,11,-4,0,-25,2,0.39999999999999997,0.6366666666666666,1.0,0.9
-5,0,-4,3,9,0,0,-25,1,0.45,0.7799999999999999,0.7,1.0
-5,0,8,1,6,2,0,5,-2,0.7050000000000001,0.9133333333333334,1.0,0.99
7,0,-1,4,11,6,0,-10,2,0.26015108593012276,0.6299873461767086,0.5609065155807366,0.0
-7,0,4,2,4,-7,0,-15,-5,0.5279831860788068,0.697182225428131,1.0,0.49359886201991465
-5,0,-9,3,8,-1,0,-5,1,0.365,0.6699999999999999,0.0,0.0
-3,0,7,0,6,-5,0,0,-2,0.3935755181875722,0.38670515654064924,1.0,0.8364153627311522
-2,-2,0,0,5,-2,0,0,-1,0.11601293895171809,0.6408476465133689,0.45325779036827196,0.0
-1,0,-6,2,9,-3,0,25,-2,0.5,0.518018763540622,0.0,1.0
-4,0,-6,4,10,-5,0,20,-3,0.17666666666666667,0.6866666666666666,1.0,0.0
-11,0,7,3,8,-4,0,25,-2,0.48,0.68,0.0,0.0
-6,0,-6,4,9,-3,0,5,-2,0.26015108593012276,0.6335455315365012,0.5609065155807366,0.0
-4,0,-11,4,8,-2,0,-25,3,0.05333333333333334,0.64,0.0,0.25
0,-1,-1,0,4,-6,0,15,1,0.3160265528686581,0.5612454559822981,0.0,0.8961593172119487
-2,0,10,2,5,-2,0,0,-1,0.040905134899912966,0.41009709324743066,0.0,0.0
0,-5,3,0,7,-3,0,0,-1,0.08,0.665,0.48,0.0
-5,-1,7,0,6,1,0,-5,-8,0.3466666666666667,0.6383333333333333,0.21,0.18
-9,0,6,1,8,0,0,-35,-1,0.38000000000000006,0.79,0.0,0.62
-4,0,-6,3,6,-4,0,0,-3,0.42333333333333334,0.81,0.96,0.0
-8,0,0,3,6,-6,0,-60,1,0.37333333333333335,0.7916666666666666,0.24,1.0
-6,-1,-6,2,7,-7,0,-5,-4,0.4483333333333333,0.5833333333333334,0.9,0.9
6,-1,-2,2,11,-1,0,-20,1,0.5233333333333333,0.5216666666666666,1.0,1.0
0,0,-1,2,2,-15,0,10,0,0.3333333333333333,0.8716666666666667,0.92,0.05
-2,-1,-5,3,5,-9,0,-15,1,0.4352438020247771,0.8265890142736502,0.7138810198300283,0.8975817923186344
2,-1,-3,0,8,-1,0,15,4,0.10833333333333334,0.4216666666666667,0.0,0.0
3,-1,-2,1,4,-2,0,-5,5,0.6239418031531878,0.7962777157256834,1.0,0.21621621621621623
-5,0,0,5,9,-4,0,5,-2,0.043333333333333335,0.6333333333333333,0.0,0.0
-8,0,6,3,8,-1,0,25,-1,0.4324276624822381,0.6804378636061804,0.8725212464589235,0.0
-1,-3,-11,3,8,1,0,20,-3,0.3761097659402744,0.5935594279424667,1.0,0.0
-5,2,7,1,8,0,0,-65,-4,0.435,0.7949999999999999,0.27,0.79
3,0,4,1,8,-1,0,65,2,0.5366666666666666,0.5216666666666666,1.0,0.23
-1,0,-4,1,7,0,0,-25,2,0.644774120447064,0.6328460454739216,0.37110481586402266,0.8321479374110953
6,0,6,1,4,-2,0,-10,2,0.725,0.8716666666666666,1.0,0.64
-1,0,-6,3,6,1,0,-10,-2,0.45,1.0,1.0,0.0
-7,0,7,0,8,2,0,0,-2,0.44144144144144143,0.6191802489512414,1.0,0.0
-4,0,-9,4,6,0,0,5,-26,0.29179978700745474,0.7408934632745495,0.0,0.0
0,0,-7,0,7,-8,0,10,0,0.5333333333333333,0.6383333333333333,0.28,0.92
-4,0,11,1,8,3,0,-15,-5,0.29,0.7433333333333333,0.0,0.74
2,0,-1,0,7,0,0,-25,1,0.5,0.5658990913322208,1.0,0.0
0,0,-9,1,6,2,0,0,-1,0.40789872706159064,0.532052819388113,0.7450424929178471,0.0
-6,0,-5,3,7,-11,0,5,-8,0.4083333333333334,0.8833333333333333,0.64,0.0
0,0,-11,2,4,-1,0,-65,2,0.5783333333333333,0.7866666666666666,0.72,0.0
1,-3,7,5,5,-6,0,20,13,0.029397818871503084,0.6315262631052104,0.0,0.1763869132290185
-5,0,1,1,4,-4,0,-50,-5,0.0,0.5483333333333333,0.0,0.0
1,-1,-10,4,10,-4,0,-5,5,0.3333333333333333,0.5583333333333332,1.0,0.0
3,0,-5,0,3,-6,0,-20,2,0.47333333333333333,0.8133333333333334,1.0,0.0
8,3,-2,0,14,-2,0,65,-1,0.48999999999999994,0.48,0.72,0.72
-1,0,5,2,8,0,0,-15,-5,0.5683333333333334,0.715,0.0,0.87
0,0,-19,3,2,-17,0,-90,0,0.37833333333333335,0.8416666666666667,0.0,0.0
-8,0,-3,3,12,-2,0,10,-3,0.4817449027975344,0.8687440982058545,0.0,0.8904694167852063
4,2,-9,2,10,-2,0,15,2,0.3333333333333333,0.48,0.27,0.32
-7,-1,9,3,5,-5,0,25,-3,0.3666666666666667,0.815,1.0,0.6
2,0,-2,1,2,-1,0,40,1,0.36166666666666664,0.7366666666666667,0.83,0.0
8,0,-2,2,13,0,0,10,3,0.455,0.5216666666666666,0.0,0.63
-7,0,1,3,6,-4,0,-40,-1,0.42318634423897583,0.6313290870411823,1.0,0.5391180654338549
-4,0,4,0,9,-2,0,40,-2,0.48833333333333334,0.6283333333333333,1.0,0.48
1,0,-7,0,8,-3,0,15,-1,0.20981507823613088,0.45669920446636986,0.0,0.25889046941678523
0,0,-7,1,1,-3,0,-10,1,0.22666666666666666,0.66,0.17,0.0
5,0,18,1,5,-3,0,15,8,0.6483333333333333,0.66,1.0,0.86
-1,-2,9,3,6,-4,0,5,-15,0.36227081918795,0.5746538220630505,0.0,0.46088193456614507
2,-7,-5,4,11,-1,0,15,3,0.3333333333333333,0.9349999999999999,0.0,0.0
-3,-4,2,4,7,-2,0,-40,-1,0.16027542142951576,0.7308363300136606,0.0,0.0
-6,0,3,3,6,1,0,-10,-14,0.31833333333333336,0.8966666666666666,1.0,0.0
-1,0,3,3,6,-8,0,5,-6,0.295,0.545,0.0,0.72
1,0,2,4,8,0,0,-10,-3,0.26499999999999996,0.69,0.0,0.0
-9,0,0,3,6,-1,0,0,1,0.27763272410791995,0.6346550837845998,1.0,0.0
1,0,2,0,8,0,0,65,-1,0.0,0.25,0.0,0.0
-3,0,3,0,9,1,0,10,-2,0.3233333333333333,0.3083333333333333,0.0,0.94
-3,-4,1,4,6,0,0,0,-1,0.09666666666666666,0.7466666666666667,0.0,0.0
-2,-1,-4,3,5,-9,0,-20,3,0.3116666666666667,0.6699999999999999,0.58,0.8
0,0,3,3,8,-8,0,5,0,0.35333333333333333,0.5016666666666666,0.0,0.0
-1,0,-10,1,4,-2,0,-20,2,0.775,1.0,1.0,0.0
-1,-1,18,0,10,0,0,-40,-22,0.7309746410223013,0.736141714469888,0.0,0.8862019914651493
-7,0,-12,1,3,-2,0,-25,1,0.7016666666666667,0.7583333333333333,1.0,1.0
-1,0,3,2,6,0,0,-20,-22,0.65,0.9666666666666668,0.0,0.0
-1,-5,4,0,8,2,0,0,5,0.5283333333333333,0.63,1.0,0.47
1,0,-9,4,9,-6,0,-10,14,0.3333333333333333,0.7179200920555369,1.0,0.0
-7,0,10,1,7,-5,0,25,-1,0.645,0.7450000000000001,1.0,0.0
-8,0,8,1,13,-2,0,-60,-1,0.5284836285231999,0.857420669134466,1.0,0.16073968705547653
0,1,-10,2,8,2,0,-5,-9,0.5016666666666666,0.9066666666666666,1.0,0.0
0,-5,-9,1,4,-1,0,-10,0,0.11333333333333334,0.39999999999999997,0.0,0.0
0,0,0,1,0,0,0,-25,0,0.715252613288316,0.8995670995670996,0.8696883852691218,0.0
-1,0,-1,3,9,-1,0,35,-1,0.19000000000000003,0.43166666666666664,0.0,0.0
-1,0,17,3,4,0,0,-35,-14,0.44,0.9933333333333333,0.0,0.64
-4,0,-8,2,8,0,0,20,-2,0.325,0.7266666666666667,0.46,0.0
-4,0,5,1,6,1,0,-85,12,0.16666666666666666,0.5216666666666666,0.0,0.0
-3,0,2,5,9,-5,0,0,-1,0.16666666666666666,0.7483656611233426,0.0,0.0
3,0,-13,4,6,-3,0,0,18,0.3333333333333333,0.65,1.0,0.0
-3,0,2,3,6,4,0,-15,1,0.2783333333333333,0.6633333333333333,1.0,0.0
-8,0,17,3,6,-7,0,15,-7,0.5,0.7200000000000001,0.0,0.0
1,0,-9,5,3,-10,0,-20,2,0.16666666666666666,0.7283333333333334,0.0,0.0
-3,0,-5,1,5,-2,0,-65,-26,0.11499999999999999,0.6166666666666667,0.0,0.0
-6,-1,11,3,6,-2,0,25,-1,0.4683333333333333,0.7399999999999999,1.0,0.81
-6,0,-5,2,6,-4,0,-35,1,0.5033333333333333,0.7616666666666667,1.0,1.0
-2,-5,-9,2,5,-6,0,-20,3,0.34833333333333333,0.7116666666666668,0.72,0.0
-1,0,0,2,6,-1,0,0,-12,0.1366666666666667,0.535,0.77,0.0
-1,0,4,3,9,-1,0,0,-11,0.3383333333333334,0.6933333333333334,0.0,0.0
-1,0,4,4,11,-3,0,0,-4,0.21797323135755256,0.49787507416895704,0.0,1.0
5,-3,-8,1,8,2,0,0,-1,0.397375532681929,0.8235517348258995,0.1048158640226629,0.051209103840682786
-5,0,-3,2,8,4,0,-25,2,0.4683333333333333,0.7916666666666666,0.48,0.82
0,0,-18,1,3,-3,0,0,0,0.33116566622042015,0.7819250223823958,0.509915014164306,0.0
0,0,4,4,6,-3,0,0,0,0.3333333333333333,0.6035665441167852,1.0,1.0
-2,0,9,4,7,-3,0,5,-2,0.21833333333333335,0.58,0.0,0.65
1,0,-8,1,12,-5,0,-25,1,0.15264138577286196,0.6711133971225683,0.6940509915014165,0.0
2,0,-17,1,8,0,0,-25,5,0.3333333333333333,0.6597203555651558,1.0,1.0
-8,-2,-2,3,8,-2,0,0,-4,0.25833333333333336,0.6883333333333334,1.0,0.09
-3,-4,7,3,7,0,0,25,-1,0.24666666666666667,0.64,1.0,0.0
-3,0,5,3,4,-1,0,0,-1,0.25333333333333335,0.7133333333333334,0.0,0.59
-2,-1,12,4,6,-4,0,25,-1,0.0,0.5333333333333333,0.0,0.0
-7,0,8,3,4,-1,0,-40,-1,0.4216666666666667,0.8099999999999999,1.0,0.53
-8,0,6,4,6,-4,0,0,-1,0.3333333333333333,0.5709156948760118,0.0,0.0
-3,-5,7,1,5,0,0,-5,-18,0.39166666666666666,0.7999999999999999,0.53,0.0
4,0,-3,1,12,0,0,5,3,0.645,0.7766666666666667,1.0,1.0
-5,0,-3,2,7,-12,0,-20,3,0.3233333333333333,0.8083333333333332,1.0,0.16
7,0,-12,1,10,6,0,5,7,0.5240916189963589,0.3789063846998353,1.0,0.0
2,0,-10,3,8,1,0,0,2,0.3635827707271471,0.7591397599583273,0.0,0.0
-2,0,-5,1,6,1,0,75,-2,0.395,0.6466666666666666,0.0,0.0
-3,0,-4,1,4,-1,0,-65,2,0.10094210554199896,0.5102616651557085,0.5297450424929179,0.0
-1,-2,3,2,10,0,0,0,2,0.39415805745844884,0.520156586775003,0.18696883852691218,0.43243243243243246
-3,0,-10,4,3,-3,0,-10,3,0.11333333333333333,0.805,0.0,0.0
-8,0,5,1,6,2,0,-25,3,0.4916666666666667,0.6383333333333333,1.0,0.0
4,0,-4,3,5,-3,0,40,1,0.45,0.9033333333333333,0.0,0.0
-5,0,10,2,8,3,0,5,-9,0.3696557290613973,0.7825397061343873,0.39660056657223797,0.0
-5,0,-13,0,7,2,0,-60,3,0.58,0.73,0.0,0.0
0,0,-2,2,4,-1,0,-40,-1,0.45874855957765126,0.8862332695984704,0.0,0.5988620199146515
-1,0,-2,2,5,-3,0,65,-2,0.5,0.635,0.6,1.0
0,-6,10,3,6,5,0,0,0,0.33499999999999996,0.945,0.0,0.0
-5,0,-2,2,8,-2,0,-10,-3,0.6666666666666666,1.0,1.0,1.0
-6,0,-3,4,6,-7,0,20,-2,0.26876876876876876,0.6900571670179021,0.0,0.0
-1,-3,6,4,9,-4,0,25,-4,0.25333333333333335,0.6416666666666666,0.52,0.0
-4,0,1,5,6,-7,0,5,-1,0.028333333333333335,0.6283333333333333,0.17,0.0
3,0,-1,2,7,-1,0,5,-3,0.408497867564821,0.537342463462951,0.0,0.8918918918918919
-6,0,3,4,6,3,0,15,-4,0.17500000000000002,0.7733333333333333,0.0,0.0
-1,1,-14,1,7,1,0,10,2,0.66,0.82,1.0,0.64
1,0,-7,5,7,-3,0,-20,1,0.10135708227311281,0.7558988221021314,0.0,0.0
-4,0,0,1,7,-3,0,-15,-1,0.06,0.4766666666666666,0.0,0.0
2,0,11,1,10,2,0,5,-8,0.645,0.645,1.0,1.0
-1,-8,3,5,7,-9,0,-10,-11,0.02726410621147463,0.6562923889480811,0.0,0.16358463726884778
-6,0,-9,4,5,-1,0,0,-1,0.3333333333333333,0.7600000000000001,1.0,0.0
2,0,-9,2,11,-2,0,-20,2,0.3345597505902849,0.7643906263893493,1.0,0.0
-9,0,6,1,5,-1,0,-55,-2,0.2333333333333333,0.6033333333333334,0.4,0.0
-7,0,5,3,6,3,0,-15,-5,0.25199489652487944,0.7030919310340952,0.40509915014164305,0.0
-6,-2,7,4,2,1,0,-40,-21,0.14666666666666664,0.7799999999999999,0.0,0.0
-2,-3,-3,3,8,-4,0,0,1,0.4683333333333333,0.9049999999999999,1.0,0.0
4,0,-4,0,7,4,0,5,-3,0.5158222290627029,0.3426668829737574,1.0,0.0
-3,-1,-12,3,5,-7,0,0,2,0.33,0.8583333333333334,1.0,0.0
-4,0,-3,4,6,-4,0,20,8,0.015,0.7399999999999999,0.0,0.0
-3,-4,10,2,10,-1,0,10,-19,0.16666666666666666,0.6683333333333333,0.0,0.0
-5,0,1,1,6,-4,0,5,-2,0.512509413438206,0.6695596673457195,1.0,0.833570412517781
-3,2,-9,2,12,0,0,0,-1,0.18833333333333332,0.5766666666666667,0.13,0.0
-6,0,5,4,8,-1,0,15,-2,0.19310670443814917,0.6759211652463312,0.15864022662889518,0.0
-1,-8,4,4,6,-7,0,-15,-9,0.16666666666666666,0.6833333333333332,0.0,0.0
-7,0,3,0,3,-4,0,0,-12,0.11522048364153627,0.44486853265479215,0.0,0.6913229018492176
-6,0,3,0,6,-8,0,10,-2,0.0,0.6849999999999999,0.0,0.0
-3,0,1,4,7,-4,0,0,-1,0.1373723082873081,0.6003401844232,0.0,0.0
3,2,0,2,10,0,0,0,14,0.58,0.65,1.0,1.0
-3,-4,8,0,4,-2,0,15,-1,0.37833333333333335,0.5716666666666667,0.32,0.0
-7,0,-1,2,11,1,0,-55,1,0.4583333333333333,0.6316666666666667,0.0,0.63
0,0,-1,3,5,-4,0,-15,0,0.4726522187822497,0.7927817085711822,0.0,1.0
-4,0,7,1,5,-4,0,5,-2,0.16666666666666666,0.4926912766000988,1.0,0.0
-6,0,5,4,5,-4,0,20,-2,0.3333333333333333,0.84,1.0,0.0
2,0,-9,4,7,-1,0,65,-1,0.18500000000000003,0.8116666666666666,1.0,0.0
1,1,0,3,12,2,0,0,1,0.315,0.69,1.0,0.0
-3,-4,-1,1,4,-2,0,25,-1,0.7258269437577902,0.8681967509403984,0.6543909348441926,0.0
-4,-2,2,1,9,-2,0,0,-4,0.21666666666666667,0.68,1.0,0.0
-5,0,-11,1,6,-12,0,-90,-2,0.16666666666666666,0.5951270759577468,0.0,0.0
0,0,-8,1,8,-2,0,-70,0,0.625,0.8083333333333332,0.0,1.0
-6,-1,2,4,8,-4,0,0,-4,0.18500000000000003,0.7566666666666667,0.11,0.0
-3,0,-5,4,5,1,0,-20,1,0.19999999999999998,0.49666666666666665,0.0,0.51
-5,0,4,0,9,-1,0,10,-10,0.3333333333333333,0.42457002060991184,0.0,1.0
0,0,-7,1,7,-4,0,0,0,0.16666666666666666,0.5533333333333333,0.0,0.0
3,0,-7,1,6,-1,0,0,12,0.5416666666666666,0.7033333333333333,1.0,0.1
-3,0,7,0,3,-2,0,10,-3,0.5483333333333333,0.7366666666666667,1.0,0.83
-1,0,1,4,7,-4,0,20,-1,0.21,0.5833333333333334,0.0,0.63
0,0,-15,3,8,1,0,-70,0,0.38000000000000006,0.6849999999999999,0.0,0.0
-2,0,-4,5,9,-2,0,-5,-3,0.075,0.685,0.0,0.0
0,0,-3,4,4,-2,0,0,0,0.26333333333333336,0.7083333333333334,0.0,0.0
-2,-2,8,0,8,-5,0,65,-2,0.19666666666666666,0.36166666666666664,0.51,0.0
2,0,9,3,8,-2,0,20,-9,0.2833333333333333,0.41999999999999993,0.7,0.0
7,0,-4,2,10,0,0,-25,2,0.515,0.515,0.45,0.82
-7,0,13,3,5,-1,0,20,-1,0.41787446240800064,0.49568840801262,0.7082152974504249,0.0
-4,0,-10,0,8,-3,0,-25,4,0.0729431721798134,0.4622183190233777,0.0,0.0
-4,0,-1,5,6,-8,0,55,-2,0.06833333333333333,0.4583333333333333,0.41,0.0
2,-4,0,4,3,-4,0,-25,-3,0.3333333333333333,0.7399999999999999,0.0,0.0
-5,0,-2,4,7,-4,0,-10,2,0.28611898016997167,0.7138092157710602,0.71671388101983,0.0
-3,0,3,3,6,-3,0,70,-9,0.36833333333333335,0.75,0.0,1.0
-5,0,1,0,6,-5,0,0,-7,0.0,0.5166666666666667,0.0,0.0
-1,-1,-2,4,7,-3,0,20,-4,0.14333333333333334,0.5316666666666666,0.0,0.0
2,0,1,2,7,-3,0,-25,3,0.27,0.545,0.0,0.62
1,0,0,5,8,-3,0,-70,4,0.16666666666666666,0.5116666666666667,1.0,0.0
0,-7,3,2,2,-5,0,0,0,0.4366666666666667,0.875,1.0,0.0
-2,0,3,3,8,-3,0,25,4,0.245,0.575,0.0,0.03
-9,0,12,0,8,-1,0,35,-7,0.49833333333333335,0.6083333333333333,1.0,0.0
5,0,-1,4,11,1,0,15,3,0.3333333333333333,0.5183333333333334,1.0,0.0
-3,0,5,0,2,0,0,75,-2,0.02666666666666667,0.5316666666666666,0.0,0.0
1,0,-4,1,4,-4,0,5,7,0.3333333333333333,0.6061412950213525,1.0,0.0
-4,-2,9,3,8,-6,0,0,-6,0.45999999999999996,0.8516666666666666,1.0,1.0
3,0,1,2,6,0,0,0,20,0.11666666666666665,0.5116666666666667,0.0,0.7
-2,0,-2,1,8,0,0,5,-2,0.6238390092879257,0.7928458792259515,1.0,1.0
-7,0,1,0,3,-7,0,-10,1,0.38000000000000006,0.6849999999999999,1.0,0.0
-9,0,3,1,5,-4,0,-20,8,0.43344334433443343,0.520525062882944,0.0,0.0
0,-3,3,5,7,-4,0,0,-1,0.05333333333333334,0.8133333333333334,0.0,0.0
-7,0,1,5,9,-5,0,20,-1,0.16666666666666666,0.7833333333333332,0.0,0.0
-13,0,4,1,4,0,0,-10,-2,0.7283333333333334,0.9550000000000001,1.0,0.0
-3,0,3,3,5,-1,0,25,-2,0.25999999999999995,0.6483333333333333,0.0,0.0
-2,0,-4,2,6,1,0,-15,-1,0.47,0.8266666666666667,0.0,0.48
1,0,-11,2,8,-2,0,-5,3,0.5183333333333334,0.7033333333333335,1.0,1.0
-4,0,-1,0,6,-2,0,-10,-10,0.1612904008555436,0.47366438656427073,0.0,0.4438122332859175
0,0,-3,4,8,-6,0,-5,6,0.3333333333333333,0.5666666666666668,0.0,1.0
0,0,-1,3,7,-3,0,0,-12,0.4203413940256045,0.6837639420772371,0.0,0.5220483641536273
-3,0,3,6,7,-7,0,-10,-10,0.0,0.6516666666666666,0.0,0.0
-5,0,6,2,3,-7,0,10,-6,0.17500000000000002,0.5216666666666666,0.0,1.0
-4,0,-8,3,6,-3,0,0,-13,0.4083333333333334,0.8766666666666666,0.0,0.64
-2,0,-12,0,4,-2,0,-20,4,0.41,0.6999999999999998,1.0,0.0
2,0,-7,4,6,-1,0,-5,3,0.3333333333333333,0.625,1.0,1.0
-3,0,8,3,12,0,0,-45,-13,0.27,0.5416666666666666,0.0,0.89
0,0,-18,2,9,-2,0,0,-2,0.545,0.645,1.0,0.81
-3,0,1,3,10,-3,0,5,-3,0.41500000000000004,0.45999999999999996,0.68,0.0
4,-1,3,1,5,0,0,-5,22,0.7983333333333333,0.915,1.0,0.91
0,0,5,2,8,-1,0,-20,1,0.5,0.6393034255629676,1.0,1.0
3,0,-8,2,4,2,0,-25,6,0.52,0.8233333333333334,1.0,0.0
0,0,-5,1,5,-1,0,0,-8,0.2866666666666667,0.40499999999999997,0.72,1.0
-4,0,2,1,10,-2,0,-5,6,0.3333333333333333,0.5166666666666667,0.0,0.0
4,0,-11,0,5,-2,0,15,4,0.16666666666666666,0.4063251641480194,0.0,0.0
-3,0,-9,3,7,-5,0,-25,4,0.45,0.735,1.0,0.0
-5,0,-11,1,6,-4,0,-25,1,0.5443461116068313,0.8460559796437659,0.5949008498583569,0.0
-1,0,-10,4,4,-1,0,-5,8,0.29833333333333334,0.91,1.0,0.0
3,0,-11,4,8,1,0,-5,8,0.11166666666666668,0.65,0.0,0.0
-1,3,5,1,7,0,0,0,8,0.515,0.75,1.0,0.0
0,0,-14,4,6,-7,0,-60,0,0.17500000000000002,0.805,0.0,0.0
1,0,-11,5,5,-4,0,-5,-12,0.05727554179566564,0.7947152150600872,0.0,0.0
0,0,-5,2,8,2,0,0,0,0.29,0.7433333333333333,0.74,0.0
-3,0,-4,0,5,-3,0,0,-8,0.16833333333333333,0.5266666666666666,0.22,0.0
-1,0,-6,4,5,-2,0,60,-2,0.045000000000000005,0.6983333333333333,0.14,0.13
2,0,4,4,8,0,0,-5,4,0.16666666666666666,0.456696954867515,1.0,0.0
-2,-2,-5,3,7,-4,0,10,-17,0.15166666666666664,0.5683333333333334,0.18,0.7
-1,0,3,2,8,1,0,70,-4,0.4646973823055867,0.6469973722219117,1.0,0.0
3,0,-15,3,9,-3,0,-15,22,0.5,0.975,1.0,0.0
4,2,-14,3,9,-2,0,-25,1,0.42,0.73,0.0,1.0
-4,0,5,2,5,-2,0,-10,17,0.39166666666666666,0.6366666666666667,1.0,0.99
-5,0,-1,3,8,0,0,20,-1,0.1306695464362851,0.6163268531689584,0.0,0.0
0,-1,-5,4,8,-9,0,-25,1,0.2316666666666667,0.5816666666666667,0.0,0.0
-1,-6,-5,0,14,1,0,35,-1,0.6616666666666666,0.8883333333333333,1.0,0.27
-3,0,-3,1,7,-3,0,-20,1,0.16666666666666666,0.4083333333333334,1.0,0.0
-1,1,-3,5,6,-8,0,-5,2,0.042674253200568994,0.6805911355424498,0.0,0.25604551920341395
-1,0,0,4,8,-7,0,-10,-23,0.245,0.435,0.0,0.47
-8,0,8,5,6,-4,0,20,-1,0.16666666666666666,0.6316666666666667,0.0,1.0
-9,0,0,4,6,-3,0,65,-1,0.3333333333333333,0.6766666666666667,1.0,0.0
1,0,-6,3,7,-2,0,-10,3,0.20833333333333334,0.6616666666666667,0.0,0.0
-2,-1,-5,2,6,-8,0,-35,-27,0.3333333333333333,0.5482558043118627,1.0,0.0
0,14,-11,3,8,0,0,-45,0,0.3828689370485036,0.5904158531603537,0.0,0.0
-2,-7,2,1,11,-3,0,0,12,0.3016666666666667,0.68,0.0,0.81
1,0,4,2,6,0,0,-65,1,0.6483333333333333,0.8716666666666667,1.0,0.89
-4,-1,2,0,6,-2,0,25,-2,0.10093299406276506,0.4028697339245008,0.0,0.0
-4,0,-1,0,5,-2,0,-15,-1,0.08666666666666667,0.445,0.52,0.0
1,0,-5,4,6,0,0,-5,2,0.2733333333333334,0.895,0.0,0.0
-3,0,3,0,6,-2,0,-25,2,0.5,0.7640535272114221,1.0,0.0
3,0,-3,1,11,-1,0,-25,2,0.4416666666666667,0.6416666666666667,0.12,0.72
-10,0,0,3,2,-4,0,-10,-2,0.20042507466460188,0.755853861566054,0.0,0.0
-4,0,-4,3,9,-4,0,-60,-2,0.31666666666666665,0.8033333333333333,0.38,0.0
0,0,-5,4,7,-3,0,0,2,0.2788400254939452,0.5475307762129381,0.0,0.0
2,0,-4,3,12,2,0,-60,1,0.5,0.685,1.0,0.0
1,-1,3,1,6,-3,0,25,-3,0.5337637447434167,0.7360891839775398,1.0,0.7524893314366998
-2,-1,-6,3,9,2,0,55,1,0.27,0.5316666666666666,0.09,0.0
-1,5,3,2,11,-4,0,40,1,0.4166666666666667,0.6016666666666667,0.24,0.0
-2,0,-7,5,8,-4,0,-35,5,0.12666666666666668,0.835,0.0,0.0
-7,0,14,4,4,-5,0,35,-2,0.24123645634161886,0.5121616693394956,0.0,0.0
